Date,Open,High,Low,Close,Adj Close,Volume
"Sep 12, 2025",5.16,5.22,5.16,5.18,5.02,"3,205,400"
"Sep 11, 2025",5.14,5.16,5.14,5.15,4.99,"25,143,100"
"Sep 10, 2025",5.13,5.16,5.1,5.15,4.99,"5,756,100"
"Sep 9, 2025",5.13,5.13,5.1,5.12,4.96,"9,104,100"
"Sep 8, 2025",5.07,5.12,5.05,5.12,4.96,"15,320,500"
"Sep 4, 2025",5.02,5.08,5.02,5.06,4.9,"9,287,500"
"Sep 3, 2025",5.04,5.11,4.99,5.03,4.87,"4,862,200"
"Sep 2, 2025",5.06,5.06,4.98,5.04,4.88,"5,156,000"
"Aug 29, 2025",5.08,5.08,4.98,5.05,4.89,"9,189,200"
"Aug 28, 2025",5.04,5.11,5.02,5.08,4.92,"7,834,800"
"Aug 27, 2025",5.04,5.05,5,5.02,4.86,"1,752,000"
"Aug 26, 2025",5.11,5.11,5.02,5.04,4.88,"5,576,200"
"Aug 25, 2025",5.04,5.11,5.04,5.1,4.94,"5,959,000"
"Aug 22, 2025",5.1,5.11,5.03,5.04,4.88,"2,441,500"
"Aug 21, 2025",5.13,5.15,5.05,5.1,4.94,"4,575,700"
"Aug 20, 2025",4.96,5.21,4.94,5.13,4.97,"7,328,300"
"Aug 19, 2025",4.96,4.97,4.89,4.96,4.81,"5,274,900"
"Aug 18, 2025",4.89,4.98,4.89,4.96,4.81,"7,410,400"
"Aug 15, 2025",4.95,4.98,4.86,4.88,4.73,"3,836,100"
"Aug 14, 2025",5.01,5.04,4.93,4.95,4.8,"3,972,200"
"Aug 13, 2025",4.94,5.01,4.94,4.98,4.83,"5,269,500"
"Aug 12, 2025",4.93,5.01,4.92,4.94,4.79,"2,915,900"
"Aug 11, 2025",4.85,4.94,4.85,4.91,4.76,"2,393,700"
"Aug 8, 2025",4.77,4.86,4.77,4.85,4.7,"3,834,400"
"Aug 7, 2025",4.74,4.81,4.74,4.77,4.62,"3,123,900"
"Aug 6, 2025",4.76,4.78,4.75,4.75,4.6,"1,694,600"
"Aug 5, 2025",4.76,4.78,4.76,4.78,4.63,"1,718,800"
"Aug 4, 2025",4.75,4.78,4.72,4.76,4.61,"1,474,000"
"Aug 1, 2025",4.8,4.85,4.74,4.75,4.6,"4,730,100"
"Jul 31, 2025",4.77,4.8,4.75,4.77,4.62,"2,131,200"
"Jul 30, 2025",4.77,4.8,4.75,4.79,4.64,"909,900"
"Jul 29, 2025",4.87,4.87,4.8,4.8,4.65,"1,867,000"
"Jul 28, 2025",4.77,4.88,4.77,4.86,4.71,"2,449,500"
"Jul 25, 2025",4.78,4.79,4.75,4.78,4.63,"603,300"
"Jul 24, 2025",4.77,4.82,4.77,4.81,4.66,"1,456,200"
"Jul 23, 2025",4.75,4.79,4.74,4.75,4.6,"2,648,000"
"Jul 22, 2025",4.77,4.78,4.74,4.75,4.6,"1,578,200"
"Jul 21, 2025",4.77,4.78,4.75,4.77,4.62,"1,532,900"
"Jul 18, 2025",4.77,4.83,4.76,4.77,4.62,"3,010,900"
"Jul 17, 2025",4.77,4.8,4.76,4.77,4.62,"1,791,900"
"Jul 16, 2025",4.76,4.81,4.75,4.77,4.62,"1,789,600"
"Jul 15, 2025",4.79,4.82,4.75,4.75,4.6,"2,235,400"
"Jul 14, 2025",4.78,4.85,4.78,4.79,4.64,"1,846,900"
"Jul 11, 2025",4.77,4.81,4.71,4.78,4.63,"3,510,100"
"Jul 10, 2025",4.72,4.78,4.68,4.76,4.61,"1,360,400"
"Jul 9, 2025",4.74,4.78,4.73,4.75,4.6,"3,644,000"
"Jul 8, 2025",4.75,4.79,4.7,4.74,4.59,"2,127,500"
"Jul 7, 2025",4.79,4.79,4.73,4.77,4.62,"1,127,600"
"Jul 4, 2025",4.75,4.82,4.72,4.81,4.66,"3,573,300"
"Jul 3, 2025",4.7,4.78,4.69,4.78,4.63,"3,357,500"
"Jul 2, 2025",4.72,4.72,4.68,4.7,4.55,"1,422,300"
"Jul 1, 2025",4.65,4.73,4.65,4.7,4.55,"1,375,200"
"Jun 30, 2025",4.62,4.73,4.58,4.64,4.5,"3,718,400"
"Jun 26, 2025",4.53,4.63,4.53,4.58,4.44,"3,630,800"
"Jun 25, 2025",4.57,4.6,4.52,4.53,4.39,"4,229,700"
"Jun 24, 2025",4.55,4.62,4.52,4.53,4.39,"2,769,600"
"Jun 23, 2025",4.5,4.58,4.46,4.57,4.43,"920,300"
"Jun 20, 2025",4.52,4.53,4.48,4.49,4.35,"7,909,100"
"Jun 19, 2025",4.55,4.6,4.53,4.55,4.41,"3,977,300"
"Jun 18, 2025",4.6,4.63,4.53,4.54,4.4,"2,840,900"
"Jun 17, 2025",4.65,4.67,4.56,4.58,4.44,"967,600"
"Jun 16, 2025",4.63,4.72,4.53,4.7,4.55,"4,300,300"
"Jun 13, 2025",4.55,4.62,4.5,4.59,4.45,"1,108,700"
"Jun 12, 2025",4.63,4.63,4.45,4.52,4.38,"3,148,500"
"Jun 11, 2025",4.55,4.6,4.54,4.6,4.46,"919,400"
"Jun 10, 2025",4.6,4.66,4.5,4.52,4.38,"1,739,000"
"Jun 9, 2025",4.58,4.63,4.58,4.6,4.46,"431,500"
"Jun 6, 2025",4.54,4.64,4.54,4.58,4.44,"1,249,600"
"Jun 5, 2025",4.52,4.57,4.52,4.54,4.4,"1,295,500"
"Jun 4, 2025",4.51,4.56,4.48,4.53,4.39,"1,581,900"
"Jun 3, 2025",4.57,4.57,4.46,4.51,4.37,"2,522,400"
"May 30, 2025",4.65,4.65,4.47,4.48,4.34,"10,222,100"
"May 29, 2025",4.63,4.66,4.6,4.6,4.46,"1,070,700"
"May 28, 2025",4.63,4.65,4.61,4.62,4.48,"1,712,300"
"May 27, 2025",4.67,4.67,4.62,4.67,4.53,"1,005,600"
"May 26, 2025",4.65,4.69,4.65,4.68,4.54,"1,213,700"
"May 23, 2025",4.64,4.68,4.64,4.67,4.53,"1,013,400"
"May 22, 2025",4.69,4.69,4.62,4.63,4.49,"2,547,300"
"May 21, 2025",4.68,4.7,4.63,4.69,4.54,"1,251,800"
"May 20, 2025",4.65,4.69,4.62,4.63,4.49,"1,954,200"
"May 19, 2025",4.64,4.71,4.64,4.68,4.54,"2,554,200"
"May 16, 2025",4.64,4.69,4.58,4.69,4.54,"6,022,700"
"May 15, 2025",4.69,4.73,4.62,4.64,4.5,"4,951,100"
"May 14, 2025",4.69,4.69,4.64,4.69,4.54,"5,854,700"
"May 13, 2025",4.63,4.74,4.59,4.69,4.54,"6,544,000"
"May 9, 2025",4.57,4.61,4.56,4.6,4.46,"3,851,600"
"May 8, 2025",0.1171,,,,,
"May 8, 2025",4.67,4.67,4.53,4.57,4.43,"4,205,100"
"May 7, 2025",4.7,4.73,4.66,4.68,4.42,"7,387,600"
"May 6, 2025",4.65,4.69,4.64,4.67,4.41,"779,300"
"May 5, 2025",4.66,4.69,4.63,4.65,4.39,"1,039,800"
"May 2, 2025",4.75,4.75,4.62,4.65,4.39,"4,715,300"
"Apr 30, 2025",4.56,4.75,4.56,4.75,4.49,"4,101,100"
"Apr 29, 2025",4.67,4.67,4.56,4.56,4.31,"1,773,600"
"Apr 28, 2025",4.7,4.75,4.62,4.67,4.41,"2,832,800"
"Apr 25, 2025",4.7,4.73,4.65,4.7,4.44,"1,707,300"
"Apr 24, 2025",4.7,4.7,4.64,4.66,4.4,"1,684,700"
"Apr 23, 2025",4.65,4.73,4.64,4.65,4.39,"748,200"
"Apr 22, 2025",4.64,4.67,4.62,4.65,4.39,"666,300"
"Apr 21, 2025",4.62,4.65,4.58,4.64,4.38,"464,400"
"Apr 18, 2025",4.58,4.6,4.57,4.6,4.35,"1,395,200"
"Apr 17, 2025",4.63,4.63,4.54,4.57,4.32,"1,720,600"
"Apr 16, 2025",4.67,4.69,4.58,4.6,4.35,"1,975,100"
"Apr 15, 2025",4.66,4.75,4.66,4.67,4.41,"1,469,700"
"Apr 14, 2025",4.62,4.69,4.61,4.66,4.4,"3,666,600"
"Apr 11, 2025",4.56,4.59,4.53,4.55,4.3,"3,481,900"
"Apr 10, 2025",4.52,4.64,4.46,4.56,4.31,"4,395,600"
"Apr 9, 2025",4.5,4.58,4.42,4.42,4.18,"5,037,900"
"Apr 8, 2025",4.65,4.65,4.56,4.56,4.31,"3,525,400"
"Apr 7, 2025",4.75,4.75,4.53,4.64,4.38,"4,333,400"
"Apr 4, 2025",4.89,4.89,4.77,4.79,4.53,"841,500"
"Apr 3, 2025",4.81,4.89,4.8,4.88,4.61,"474,200"
"Apr 2, 2025",4.98,4.98,4.85,4.89,4.62,"2,156,100"
"Mar 28, 2025",4.88,4.97,4.85,4.91,4.64,"4,126,400"
"Mar 27, 2025",4.86,4.9,4.85,4.88,4.61,"1,983,300"
"Mar 26, 2025",4.93,4.93,4.84,4.9,4.63,"5,982,800"
"Mar 25, 2025",4.9,4.96,4.86,4.9,4.63,"3,552,300"
"Mar 24, 2025",4.85,4.91,4.85,4.87,4.6,"1,084,400"
"Mar 21, 2025",4.89,4.92,4.86,4.9,4.63,"9,217,800"
"Mar 20, 2025",4.79,4.88,4.79,4.86,4.59,"1,503,200"
"Mar 19, 2025",4.84,4.9,4.78,4.83,4.56,"2,147,000"
"Mar 17, 2025",4.81,4.91,4.78,4.84,4.57,"1,902,300"
"Mar 14, 2025",4.77,4.86,4.74,4.83,4.56,"4,866,700"
"Mar 13, 2025",4.75,4.82,4.74,4.82,4.55,"4,389,700"
"Mar 12, 2025",4.76,4.77,4.71,4.76,4.5,"5,566,600"
"Mar 11, 2025",4.8,4.8,4.73,4.74,4.48,"1,822,500"
"Mar 10, 2025",4.92,4.92,4.78,4.8,4.54,"5,719,500"
"Mar 7, 2025",4.91,4.98,4.86,4.88,4.61,"2,132,300"
"Mar 6, 2025",4.98,5,4.93,4.96,4.69,"3,168,200"
"Mar 5, 2025",4.99,4.99,4.9,4.95,4.68,"2,486,500"
"Mar 4, 2025",4.94,5,4.9,4.9,4.63,"2,920,100"
"Mar 3, 2025",5.05,5.05,4.92,4.95,4.68,"2,428,700"
"Feb 28, 2025",5,5.07,4.97,5.07,4.79,"10,935,500"
"Feb 27, 2025",4.91,4.99,4.91,4.97,4.7,"2,649,900"
"Feb 26, 2025",4.84,4.94,4.84,4.9,4.63,"2,145,600"
"Feb 25, 2025",5,5,4.83,4.83,4.56,"3,004,600"
"Feb 24, 2025",4.82,5,4.82,5,4.72,"1,844,100"
"Feb 21, 2025",4.81,4.89,4.8,4.87,4.6,"1,544,500"
"Feb 20, 2025",4.81,4.84,4.76,4.8,4.54,"1,684,200"
"Feb 19, 2025",4.82,4.86,4.8,4.83,4.56,"1,932,300"
"Feb 18, 2025",4.81,4.9,4.8,4.85,4.58,"1,987,900"
"Feb 17, 2025",4.9,4.9,4.78,4.85,4.58,"636,900"
"Feb 14, 2025",4.9,4.93,4.86,4.86,4.59,"1,072,500"
"Feb 13, 2025",4.98,4.98,4.84,4.87,4.6,"1,313,300"
"Feb 12, 2025",4.78,4.98,4.78,4.98,4.71,"1,930,000"
"Feb 10, 2025",4.93,4.93,4.8,4.8,4.54,"1,607,400"
"Feb 7, 2025",4.9,4.98,4.86,4.91,4.64,"1,356,400"
"Feb 6, 2025",4.9,4.96,4.85,4.96,4.69,"2,505,200"
"Feb 5, 2025",4.9,4.9,4.85,4.88,4.61,"3,812,100"
"Feb 4, 2025",4.8,4.98,4.8,4.91,4.64,"3,893,000"
"Feb 3, 2025",4.8,4.85,4.8,4.85,4.58,"1,924,700"
"Jan 31, 2025",4.97,4.97,4.8,4.85,4.58,"2,040,700"
"Jan 28, 2025",4.68,4.98,4.68,4.98,4.71,"873,000"
"Jan 27, 2025",4.92,4.92,4.68,4.68,4.42,"523,500"
"Jan 24, 2025",4.92,4.92,4.83,4.9,4.63,"1,511,300"
"Jan 23, 2025",4.86,4.9,4.8,4.9,4.63,"1,593,200"
"Jan 22, 2025",4.9,4.97,4.85,4.9,4.63,"1,951,900"
"Jan 21, 2025",4.77,4.89,4.77,4.89,4.62,"1,832,400"
"Jan 20, 2025",4.75,4.82,4.73,4.81,4.54,"1,587,500"
"Jan 17, 2025",4.74,4.78,4.67,4.77,4.51,"1,851,900"
"Jan 16, 2025",4.75,4.78,4.73,4.74,4.48,"3,885,600"
"Jan 15, 2025",4.75,4.79,4.75,4.75,4.49,"1,915,300"
"Jan 14, 2025",4.87,4.88,4.75,4.75,4.49,"1,653,600"
"Jan 13, 2025",4.9,4.91,4.82,4.82,4.55,"2,857,400"
"Jan 10, 2025",4.9,4.94,4.9,4.92,4.65,"3,288,400"
"Jan 9, 2025",4.93,4.97,4.91,4.95,4.68,"2,621,200"
"Jan 8, 2025",5.01,5.01,4.93,4.93,4.66,"3,578,400"
"Jan 7, 2025",4.9,5.08,4.9,5.05,4.77,"5,969,900"
"Jan 6, 2025",4.95,4.99,4.91,4.92,4.65,"2,168,000"
"Jan 3, 2025",4.94,4.98,4.93,4.97,4.7,"1,516,000"
"Jan 2, 2025",4.95,4.98,4.91,4.98,4.71,"1,955,900"
"Dec 31, 2024",4.95,4.99,4.94,4.95,4.68,"4,248,900"
"Dec 30, 2024",4.94,4.97,4.9,4.95,4.68,"3,307,800"
"Dec 27, 2024",4.84,4.95,4.84,4.94,4.67,"1,962,100"
"Dec 26, 2024",4.88,4.9,4.85,4.85,4.58,"1,254,300"
"Dec 24, 2024",4.88,4.89,4.83,4.88,4.61,"1,327,900"
"Dec 23, 2024",4.81,4.87,4.81,4.86,4.59,"2,008,800"
"Dec 20, 2024",4.95,4.95,4.82,4.82,4.55,"5,875,500"
"Dec 19, 2024",4.85,4.94,4.82,4.91,4.64,"4,067,800"
"Dec 18, 2024",4.94,4.94,4.89,4.92,4.65,"1,228,800"
"Dec 17, 2024",4.96,5,4.86,4.91,4.64,"3,143,100"
"Dec 16, 2024",4.93,5.02,4.93,4.96,4.69,"1,951,100"
"Dec 13, 2024",5,5.03,4.93,4.96,4.69,"1,007,600"
"Dec 12, 2024",4.95,5.03,4.91,5,4.72,"5,384,600"
"Dec 11, 2024",4.98,5,4.93,4.95,4.68,"3,283,800"
"Dec 10, 2024",5.06,5.07,4.98,5.02,4.74,"4,725,900"
"Dec 9, 2024",5,5.08,5,5.06,4.78,"2,128,400"
"Dec 6, 2024",5.04,5.04,5,5.01,4.73,"860,800"
"Dec 5, 2024",5.08,5.08,5,5.02,4.74,"3,180,800"
"Dec 4, 2024",5.01,5.09,5.01,5.06,4.78,"1,643,400"
"Dec 3, 2024",4.92,5.08,4.92,5.08,4.8,"3,198,500"
"Dec 2, 2024",4.83,5.01,4.82,4.97,4.7,"3,430,000"
"Nov 29, 2024",4.72,4.85,4.72,4.81,4.54,"3,203,100"
"Nov 28, 2024",4.78,4.84,4.75,4.75,4.49,"1,800,100"
"Nov 27, 2024",4.81,4.85,4.78,4.81,4.54,"1,347,200"
"Nov 26, 2024",4.82,4.84,4.76,4.82,4.55,"3,201,300"
"Nov 25, 2024",4.86,4.88,4.76,4.77,4.51,"8,317,600"
"Nov 22, 2024",4.85,4.91,4.8,4.86,4.59,"3,479,800"
"Nov 21, 2024",4.87,4.92,4.78,4.8,4.54,"4,310,800"
"Nov 20, 2024",4.91,4.93,4.87,4.9,4.63,"3,835,800"
"Nov 19, 2024",4.93,4.93,4.86,4.89,4.62,"2,347,200"
"Nov 18, 2024",4.81,4.93,4.81,4.92,4.65,"3,447,100"
"Nov 15, 2024",4.83,4.88,4.78,4.81,4.54,"6,017,300"
"Nov 14, 2024",5.01,5.01,4.83,4.85,4.58,"9,168,800"
"Nov 13, 2024",5.17,5.17,4.97,5.01,4.73,"5,580,500"
"Nov 12, 2024",5.13,5.16,5.11,5.15,4.87,"13,165,200"
"Nov 11, 2024",4.99,5.19,4.99,5.13,4.85,"5,543,400"
"Nov 8, 2024",4.95,5,4.95,4.99,4.71,"2,824,300"
"Nov 7, 2024",5,5.02,4.96,4.96,4.69,"5,556,600"
"Nov 6, 2024",5.09,5.09,4.99,5,4.72,"2,681,100"
"Nov 5, 2024",4.97,5.05,4.93,5.05,4.77,"5,242,000"
"Nov 4, 2024",4.88,5,4.86,4.95,4.68,"6,655,200"
"Nov 1, 2024",4.61,4.95,4.61,4.95,4.68,"3,286,200"
"Oct 30, 2024",0.0465,,,,,
"Oct 30, 2024",4.66,4.75,4.59,4.6,4.35,"3,202,000"
"Oct 29, 2024",4.71,4.78,4.69,4.76,4.45,"1,160,000"
"Oct 28, 2024",4.8,4.81,4.72,4.76,4.45,"581,700"
"Oct 25, 2024",4.78,4.81,4.77,4.79,4.48,"1,249,800"
"Oct 24, 2024",4.79,4.8,4.75,4.76,4.45,"1,929,800"
"Oct 23, 2024",4.84,4.84,4.78,4.78,4.47,"2,122,700"
"Oct 22, 2024",4.72,4.85,4.71,4.84,4.53,"3,055,600"
"Oct 21, 2024",4.72,4.73,4.61,4.73,4.43,"1,335,300"
"Oct 18, 2024",4.68,4.75,4.66,4.72,4.42,"1,215,200"
"Oct 17, 2024",4.62,4.7,4.59,4.68,4.38,"2,004,700"
"Oct 16, 2024",4.68,4.68,4.58,4.61,4.31,"1,063,400"
"Oct 15, 2024",4.56,4.72,4.56,4.72,4.42,"1,839,200"
"Oct 14, 2024",4.61,4.64,4.55,4.6,4.3,"1,749,700"
"Oct 11, 2024",4.69,4.69,4.6,4.61,4.31,"814,600"
"Oct 10, 2024",4.6,4.69,4.59,4.64,4.34,"1,695,100"
"Oct 9, 2024",4.69,4.72,4.55,4.6,4.3,"4,965,800"
"Oct 8, 2024",4.72,4.72,4.68,4.69,4.39,"5,445,200"
"Oct 7, 2024",4.69,4.72,4.66,4.7,4.4,"4,260,500"
"Oct 4, 2024",4.69,4.7,4.63,4.69,4.39,"3,719,700"
"Oct 3, 2024",4.65,4.72,4.65,4.7,4.4,"1,224,500"
"Oct 2, 2024",4.73,4.73,4.65,4.7,4.4,"2,978,000"
"Oct 1, 2024",4.73,4.76,4.63,4.75,4.44,"2,773,100"
"Sep 30, 2024",4.81,4.82,4.66,4.79,4.48,"7,711,500"
"Sep 27, 2024",4.75,4.84,4.72,4.81,4.5,"4,711,400"
"Sep 26, 2024",4.85,4.85,4.74,4.75,4.44,"2,153,100"
"Sep 25, 2024",4.7,4.88,4.69,4.88,4.57,"3,496,200"
"Sep 24, 2024",4.68,4.74,4.62,4.7,4.4,"3,933,200"
"Sep 23, 2024",4.68,4.71,4.63,4.68,4.38,"1,795,400"
"Sep 20, 2024",4.57,4.72,4.57,4.72,4.42,"7,184,000"
"Sep 19, 2024",4.56,4.67,4.56,4.62,4.32,"2,650,700"
"Sep 18, 2024",4.56,4.62,4.55,4.6,4.3,"3,199,100"
"Sep 17, 2024",4.53,4.6,4.49,4.6,4.3,"2,280,100"
"Sep 13, 2024",4.53,4.55,4.52,4.54,4.25,"2,292,000"
"Sep 12, 2024",4.48,4.56,4.46,4.5,4.21,"2,237,300"
"Sep 11, 2024",4.55,4.56,4.48,4.49,4.2,"1,985,000"
"Sep 10, 2024",4.5,4.56,4.49,4.54,4.25,"1,225,200"
"Sep 9, 2024",4.5,4.58,4.5,4.5,4.21,"2,075,400"
"Sep 6, 2024",4.53,4.58,4.5,4.54,4.25,"926,000"
"Sep 5, 2024",4.63,4.63,4.53,4.53,4.24,"3,077,700"
"Sep 4, 2024",4.42,4.62,4.42,4.62,4.32,"3,099,000"
"Sep 3, 2024",4.6,4.63,4.53,4.57,4.28,"2,795,100"
"Sep 2, 2024",4.58,4.63,4.51,4.58,4.28,"2,027,300"
"Aug 30, 2024",4.62,4.62,4.52,4.58,4.28,"4,903,900"
"Aug 29, 2024",4.62,4.66,4.54,4.59,4.29,"2,904,100"
"Aug 28, 2024",4.58,4.65,4.57,4.6,4.3,"4,032,100"
"Aug 27, 2024",4.65,4.65,4.56,4.58,4.28,"1,279,100"
"Aug 26, 2024",4.66,4.68,4.61,4.64,4.34,"3,332,800"
"Aug 23, 2024",4.6,4.67,4.6,4.63,4.33,"2,092,300"
"Aug 22, 2024",4.53,4.59,4.53,4.58,4.28,"4,025,800"
"Aug 21, 2024",4.57,4.64,4.49,4.51,4.22,"1,071,000"
"Aug 20, 2024",4.6,4.67,4.48,4.61,4.31,"3,426,300"
"Aug 19, 2024",4.62,4.63,4.52,4.55,4.26,"2,493,900"
"Aug 16, 2024",4.58,4.63,4.54,4.62,4.32,"2,042,000"
"Aug 15, 2024",4.61,4.61,4.53,4.54,4.25,"444,200"
"Aug 14, 2024",4.52,4.62,4.51,4.61,4.31,"1,879,100"
"Aug 13, 2024",4.54,4.57,4.46,4.57,4.28,"2,346,300"
"Aug 12, 2024",4.48,4.53,4.46,4.5,4.21,"3,109,000"
"Aug 9, 2024",4.41,4.48,4.41,4.48,4.19,"1,032,500"
"Aug 8, 2024",4.38,4.44,4.35,4.4,4.12,"3,108,700"
"Aug 7, 2024",4.47,4.48,4.33,4.45,4.16,"2,538,000"
"Aug 6, 2024",4.45,4.48,4.32,4.48,4.19,"3,855,300"
"Aug 5, 2024",4.41,4.42,4.22,4.29,4.01,"3,017,400"
"Aug 2, 2024",4.45,4.48,4.42,4.44,4.15,"1,577,500"
"Aug 1, 2024",4.5,4.52,4.43,4.46,4.17,"2,310,100"
"Jul 31, 2024",4.47,4.52,4.44,4.47,4.18,"1,448,600"
"Jul 30, 2024",4.54,4.54,4.45,4.46,4.17,"3,146,000"
"Jul 29, 2024",4.45,4.56,4.45,4.52,4.23,"1,865,000"
"Jul 26, 2024",4.5,4.51,4.44,4.45,4.16,"1,906,600"
"Jul 25, 2024",4.55,4.55,4.45,4.49,4.2,"1,975,300"
"Jul 24, 2024",4.52,4.57,4.49,4.51,4.22,"4,397,200"
"Jul 23, 2024",4.47,4.55,4.47,4.52,4.23,"5,914,100"
"Jul 22, 2024",4.48,4.54,4.45,4.47,4.18,"5,014,600"
"Jul 19, 2024",4.31,4.58,4.31,4.5,4.21,"12,162,200"
"Jul 18, 2024",4.27,4.32,4.26,4.3,4.02,"3,528,800"
"Jul 17, 2024",4.26,4.32,4.25,4.3,4.02,"2,280,200"
"Jul 16, 2024",4.21,4.31,4.21,4.26,3.99,"3,339,200"
"Jul 15, 2024",4.24,4.24,4.21,4.21,3.94,"4,763,600"
"Jul 12, 2024",4.23,4.25,4.2,4.21,3.94,"4,703,800"
"Jul 11, 2024",4.21,4.25,4.2,4.23,3.96,"1,137,500"
"Jul 10, 2024",4.16,4.23,4.16,4.21,3.94,"2,955,500"
"Jul 9, 2024",4.22,4.25,4.15,4.15,3.88,"8,851,800"
"Jul 5, 2024",4.25,4.27,4.2,4.23,3.96,"1,240,700"
"Jul 4, 2024",4.25,4.27,4.24,4.25,3.98,"1,541,600"
"Jul 3, 2024",4.22,4.26,4.21,4.25,3.98,"4,178,500"
"Jul 2, 2024",4.24,4.25,4.21,4.22,3.95,"6,438,900"
"Jul 1, 2024",4.22,4.26,4.21,4.24,3.97,"6,363,400"
"Jun 28, 2024",4.26,4.26,4.2,4.22,3.95,"3,391,300"
"Jun 27, 2024",4.24,4.27,4.2,4.2,3.93,"9,110,700"
"Jun 26, 2024",4.25,4.3,4.24,4.26,3.99,"5,296,300"
"Jun 25, 2024",4.3,4.3,4.25,4.25,3.98,"5,114,200"
"Jun 24, 2024",4.31,4.31,4.29,4.3,4.02,"3,430,300"
"Jun 21, 2024",4.3,4.38,4.28,4.3,4.02,"9,607,100"
"Jun 20, 2024",4.3,4.32,4.27,4.3,4.02,"1,630,100"
"Jun 19, 2024",4.32,4.32,4.25,4.28,4,"6,233,900"
"Jun 18, 2024",4.22,4.32,4.22,4.3,4.02,"1,924,200"
"Jun 14, 2024",4.22,4.23,4.2,4.22,3.95,"4,499,100"
"Jun 13, 2024",4.22,4.25,4.16,4.22,3.95,"4,728,900"
"Jun 12, 2024",4.26,4.27,4.22,4.24,3.97,"3,288,600"
"Jun 11, 2024",4.31,4.34,4.25,4.25,3.98,"2,358,100"
"Jun 10, 2024",4.34,4.36,4.31,4.31,4.03,"748,800"
"Jun 7, 2024",4.33,4.37,4.33,4.34,4.06,"2,324,300"
"Jun 6, 2024",4.44,4.44,4.31,4.33,4.05,"3,694,300"
"Jun 5, 2024",4.45,4.51,4.41,4.44,4.15,"2,305,500"
"Jun 4, 2024",4.25,4.49,4.25,4.45,4.16,"9,261,500"
"May 31, 2024",4.28,4.42,4.25,4.25,3.98,"16,447,000"
"May 30, 2024",4.24,4.3,4.23,4.26,3.99,"6,393,600"
"May 29, 2024",4.33,4.33,4.22,4.24,3.97,"5,001,700"
"May 28, 2024",4.33,4.35,4.31,4.33,4.05,"2,972,800"
"May 27, 2024",4.38,4.38,4.32,4.33,4.05,"4,927,200"
"May 24, 2024",4.4,4.4,4.32,4.35,4.07,"6,311,700"
"May 23, 2024",4.43,4.47,4.39,4.4,4.12,"2,550,900"
"May 21, 2024",4.48,4.49,4.44,4.46,4.17,"2,913,200"
"May 20, 2024",4.47,4.57,4.44,4.48,4.19,"2,564,600"
"May 17, 2024",4.44,4.53,4.44,4.47,4.18,"2,834,700"
"May 16, 2024",4.44,4.49,4.41,4.45,4.16,"2,052,000"
"May 15, 2024",4.55,4.55,4.41,4.44,4.15,"2,848,900"
"May 14, 2024",4.53,4.57,4.5,4.55,4.26,"1,439,000"
"May 13, 2024",4.52,4.56,4.49,4.53,4.24,"931,700"
"May 10, 2024",4.6,4.6,4.49,4.52,4.23,"2,674,400"
"May 9, 2024",4.63,4.65,4.5,4.58,4.28,"4,035,000"
"May 8, 2024",4.48,4.73,4.48,4.62,4.32,"8,358,100"
"May 7, 2024",4.43,4.51,4.41,4.48,4.19,"2,471,300"
"May 6, 2024",4.42,4.45,4.38,4.43,4.14,"954,000"
"May 3, 2024",0.0605,,,,,
"May 3, 2024",4.44,4.46,4.37,4.42,4.14,"806,600"
"May 2, 2024",4.47,4.49,4.45,4.48,4.13,"3,729,700"
"Apr 30, 2024",4.46,4.5,4.45,4.47,4.13,"2,330,800"
"Apr 29, 2024",4.43,4.5,4.42,4.5,4.15,"2,120,000"
"Apr 26, 2024",4.44,4.45,4.42,4.43,4.09,"487,600"
"Apr 25, 2024",4.44,4.46,4.4,4.44,4.1,"3,032,400"
"Apr 24, 2024",4.42,4.46,4.4,4.44,4.1,"2,879,200"
"Apr 23, 2024",4.47,4.49,4.4,4.4,4.06,"2,780,200"
"Apr 22, 2024",4.43,4.49,4.43,4.47,4.13,"1,618,300"
"Apr 19, 2024",4.41,4.48,4.41,4.46,4.12,"1,439,600"
"Apr 18, 2024",4.43,4.47,4.38,4.41,4.07,"2,334,700"
"Apr 17, 2024",4.45,4.48,4.38,4.42,4.08,"2,874,500"
"Apr 16, 2024",4.41,4.48,4.41,4.45,4.11,"1,949,400"
"Apr 15, 2024",4.45,4.5,4.41,4.44,4.1,"2,755,200"
"Apr 12, 2024",4.56,4.59,4.43,4.51,4.16,"3,814,900"
"Apr 9, 2024",4.56,4.59,4.56,4.56,4.21,"2,669,500"
"Apr 8, 2024",4.55,4.58,4.48,4.56,4.21,"2,717,000"
"Apr 5, 2024",4.49,4.57,4.47,4.56,4.21,"1,566,600"
"Apr 4, 2024",4.35,4.53,4.34,4.5,4.15,"4,904,100"
"Apr 3, 2024",4.35,4.37,4.34,4.35,4.01,"1,765,100"
"Apr 2, 2024",4.35,4.37,4.31,4.34,4.01,"3,264,100"
"Apr 1, 2024",4.34,4.39,4.33,4.36,4.02,"964,500"
"Mar 29, 2024",4.35,4.39,4.3,4.31,3.98,"2,548,300"
"Mar 27, 2024",4.35,4.36,4.3,4.35,4.01,"5,000,400"
"Mar 26, 2024",4.33,4.39,4.33,4.39,4.05,"2,227,700"
"Mar 25, 2024",4.33,4.35,4.3,4.35,4.01,"3,444,900"
